date,moon_phase_index,moon_illumination_fraction
2027-04-28,20.72233333333333,0.6493474415580393
2027-04-29,21.57788888888889,0.5604960976846779
2027-04-30,22.433444444444444,0.4696456298494255
2027-05-01,23.289,0.3797982374362009
2027-05-02,24.144555555555556,0.29392297269731626
2027-05-03,25.07788888888889,0.2081000491787811
2027-05-04,26.011222222222223,0.13375061217852457
2027-05-05,27.022333333333336,0.06952912167165526
2027-05-06,0.033444444444445054,1.2659066355613646e-05
2027-05-07,1.0445555555555557,0.012297879690393865
2027-05-08,2.0556666666666668,0.047068068890605996
2027-05-09,3.1445555555555558,0.10779841788994848
2027-05-10,4.155666666666667,0.1830441770704167
2027-05-11,5.166777777777778,0.27290283503033425
2027-05-12,6.255666666666667,0.381252530739166
2027-05-13,7.2667777777777784,0.4876745582450003
2027-05-14,8.277888888888889,0.5946648366544244
2027-05-15,9.289000000000001,0.6972906971357657
2027-05-16,10.222333333333335,0.7840504514816093
2027-05-17,11.233444444444444,0.8653440073264707
2027-05-18,12.166777777777778,0.9255070316448428
2027-05-19,13.100111111111111,0.9689449788356754
2027-05-20,14.033444444444445,0.9939504669687094
2027-05-21,14.966777777777779,0.9995406245834656
2027-05-22,15.822333333333335,0.987407668301022
2027-05-23,16.67788888888889,0.9591680805794928
2027-05-24,17.533444444444445,0.9157550527923498
2027-05-25,18.389000000000003,0.8586031902683512
2027-05-26,19.244555555555557,0.7896011050372171
2027-05-27,20.10011111111111,0.7110290056956254
2027-05-28,20.95566666666667,0.6254833467677757
2027-05-29,21.811222222222224,0.5357910275602944
2027-05-30,22.66677777777778,0.44491597585344744
2027-05-31,23.60011111111111,0.347958234130444
2027-06-01,24.533444444444445,0.2569766809816828
2027-06-02,25.544555555555558,0.1692964807413701
2027-06-03,26.555666666666667,0.09686300166322936
2027-06-04,27.566777777777776,0.043015709443864014
2027-06-05,0.6556666666666666,0.004857550102674468
2027-06-06,1.7445555555555554,0.03405124493942707
2027-06-07,2.8334444444444444,0.08814367781659999
2027-06-08,3.9223333333333334,0.1642443306213105
2027-06-09,4.933444444444444,0.25107683663469893
2027-06-10,5.9445555555555565,0.3493856706628141
2027-06-11,7.033444444444444,0.4628844640372547
2027-06-12,7.966777777777779,0.5619824999203055
2027-06-13,8.97788888888889,0.6664689527200236
2027-06-14,9.911222222222223,0.7562104849744309
2027-06-15,10.844555555555555,0.8358813490532339
2027-06-16,11.777888888888889,0.9023499836720401
2027-06-17,12.711222222222222,0.9530037574102488
2027-06-18,13.566777777777778,0.9838307871923471
2027-06-19,14.422333333333334,0.9986693853698426
2027-06-20,15.277888888888889,0.9970292030059806
2027-06-21,16.133444444444443,0.9789644407515629
2027-06-22,16.989,0.9450720577571925
2027-06-23,17.844555555555555,0.8964720448580275
2027-06-24,18.700111111111113,0.8347704139135652
2027-06-25,19.47788888888889,0.7690172722545765
2027-06-26,20.41122222222222,0.6805837145969
2027-06-27,21.26677777777778,0.5931938232196728
2027-06-28,22.200111111111113,0.4944500837632624
2027-06-29,23.133444444444443,0.3959244905893047
2027-06-30,24.066777777777776,0.3014897132950585
2027-07-01,25.07788888888889,0.2081000491787811
2027-07-02,26.16677777777778,0.12268743587033198
2027-07-03,27.255666666666666,0.05743713996608507
2027-07-04,0.34455555555555506,0.0013430108882759861
2027-07-05,1.4334444444444445,0.023075341738515887
2027-07-06,2.5223333333333335,0.07029292606802723
2027-07-07,3.6112222222222217,0.14047261460266047
2027-07-08,4.700111111111111,0.22986424026587748
2027-07-09,5.711222222222223,0.3259109311131388
2027-07-10,6.722333333333333,0.42998380655211654
2027-07-11,7.655666666666668,0.5290286711629395
2027-07-12,8.666777777777778,0.6349180509963337
2027-07-13,9.522333333333334,0.7198471460420212
2027-07-14,10.455666666666668,0.8041204015044496
2027-07-15,11.311222222222222,0.8709427107572869
2027-07-16,12.166777777777778,0.9255070316448428
2027-07-17,13.022333333333334,0.9660102587516377
2027-07-18,13.87788888888889,0.9911139425752732
2027-07-19,14.733444444444444,0.9999885192631324
2027-07-20,15.588999999999999,0.9923407239669471
2027-07-21,16.444555555555553,0.9684232819271439
2027-07-22,17.30011111111111,0.9290265570402192
2027-07-23,18.155666666666665,0.875452433886432
2027-07-24,19.011222222222223,0.8094712962993353
2027-07-25,19.866777777777777,0.7332635241419536
2027-07-26,20.80011111111111,0.6414307482514965
2027-07-27,21.733444444444444,0.5440388628827114
2027-07-28,22.66677777777778,0.44491597585344744
2027-07-29,23.67788888888889,0.34009690185794206
2027-07-30,24.76677777777778,0.23559137312923273
2027-07-31,25.77788888888889,0.151093655050352
2027-08-01,26.866777777777777,0.07818171055259243
2027-08-02,27.95566666666667,0.027810320086883056
2027-08-03,1.1223333333333332,0.014188435279818779
2027-08-04,2.211222222222222,0.05432435143485553
2027-08-05,3.300111111111111,0.11827567884295032
2027-08-06,4.311222222222223,0.19601426467825722
2027-08-07,5.322333333333334,0.2877677777030858
2027-08-08,6.333444444444446,0.3893060233556263
2027-08-09,7.2667777777777784,0.4876745582450003
2027-08-10,8.200111111111111,0.5865275597792298
2027-08-11,9.133444444444445,0.6819794891728386
2027-08-12,9.989,0.7632805379828893
2027-08-13,10.844555555555555,0.8358813490532339
2027-08-14,11.700111111111111,0.8973827920826103
2027-08-15,12.555666666666667,0.945752520966783
2027-08-16,13.333444444444446,0.9769755699479856
2027-08-17,14.189,0.9962459501650962
2027-08-18,15.044555555555556,0.9991176334755516
2027-08-19,15.900111111111112,0.9854957236606435
2027-08-20,16.755666666666666,0.9558303635785053
2027-08-21,17.689,0.9063360858779996
2027-08-22,18.544555555555558,0.8468767752140145
2027-08-23,19.47788888888889,0.7690172722545765
2027-08-24,20.41122222222222,0.6805837145969
2027-08-25,21.344555555555555,0.5850520919720339
2027-08-26,22.355666666666668,0.4779084861583401
2027-08-27,23.366777777777777,0.371783385234916
2027-08-28,24.37788888888889,0.27156956997927967
2027-08-29,25.46677777777778,0.17554745823427764
2027-08-30,26.555666666666667,0.09686300166322936
2027-08-31,27.644555555555556,0.039720833609903805
2027-09-01,0.7334444444444445,0.006075869605998541
2027-09-02,1.8223333333333331,0.037116190784505454
2027-09-03,2.8334444444444444,0.08814367781659999
2027-09-04,3.9223333333333334,0.1642443306213105
2027-09-05,4.933444444444444,0.25107683663469893
2027-09-06,5.866777777777778,0.3415166420631879
2027-09-07,6.800111111111112,0.43818583076338974
2027-09-08,7.655666666666668,0.5290286711629395
2027-09-09,8.589,0.6269325281569588
2027-09-10,9.444555555555556,0.7123858057079983
2027-09-11,10.222333333333335,0.7840504514816093
2027-09-12,11.07788888888889,0.8538480099956242
2027-09-13,11.933444444444445,0.911952483125243
2027-09-14,12.789000000000001,0.9564437793443654
2027-09-15,13.644555555555556,0.985851661401808
2027-09-16,14.50011111111111,0.9992043310504191
2027-09-17,15.355666666666666,0.9960605426087185
2027-09-18,16.289,0.9739534302115125
2027-09-19,17.22233333333333,0.9332169954162559
2027-09-20,18.155666666666665,0.875452433886432
2027-09-21,19.089,0.8029302527464246
2027-09-22,20.022333333333336,0.7185010255069344
2027-09-23,21.033444444444445,0.6174570058260395
2027-09-24,22.044555555555558,0.5109977603852615
2027-09-25,23.055666666666667,0.4040314753267068
2027-09-26,24.066777777777776,0.3014897132950585
2027-09-27,25.155666666666665,0.20142240895379626
2027-09-28,26.244555555555557,0.11731008924004438
2027-09-29,27.255666666666666,0.05743713996608507
2027-09-30,0.34455555555555506,0.0013430108882759861
2027-10-01,1.3556666666666666,0.0206560933089312
2027-10-02,2.3667777777777776,0.06206879808162158
2027-10-03,3.377888888888889,0.12367183810938481
2027-10-04,4.389,0.20262507314771727
2027-10-05,5.322333333333334,0.2877677777030858
2027-10-06,6.17788888888889,0.3732315574116234
2027-10-07,7.033444444444444,0.4628844640372547
2027-10-08,7.889,0.5537638722082967
2027-10-09,8.744555555555555,0.6428666261928839
2027-10-10,9.600111111111111,0.7272482806899407
2027-10-11,10.455666666666668,0.8041204015044496
2027-10-12,11.311222222222222,0.8709427107572869
2027-10-13,12.166777777777778,0.9255070316448428
2027-10-14,13.022333333333334,0.9660102587516377
2027-10-15,13.955666666666668,0.9925996545904507
2027-10-16,14.889000000000001,0.9998268152526163
2027-10-17,15.822333333333335,0.987407668301022
2027-10-18,16.755666666666666,0.9558303635785053
2027-10-19,17.76677777777778,0.9014590356442223
2027-10-20,18.700111111111113,0.8347704139135652
2027-10-21,19.711222222222222,0.747770521092554
2027-10-22,20.72233333333333,0.6493474415580393
2027-10-23,21.733444444444444,0.5440388628827114
2027-10-24,22.744555555555557,0.436699920986039
2027-10-25,23.755666666666666,0.3322793594453816
2027-10-26,24.844555555555555,0.2286051713039131
2027-10-27,25.855666666666668,0.14521495423198189
2027-10-28,26.866777777777777,0.07818171055259243
2027-10-29,27.87788888888889,0.030595934062927987
2027-10-30,0.889,0.00891792497460675
2027-10-31,1.8223333333333331,0.037116190784505454
2027-11-01,2.8334444444444444,0.08814367781659999
2027-11-02,3.7667777777777776,0.15216797633043194
2027-11-03,4.622333333333334,0.2229387671711336
2027-11-04,5.47788888888889,0.30286518574085386
2027-11-05,6.333444444444446,0.3893060233556263
2027-11-06,7.189000000000001,0.4794047990790715
2027-11-07,8.044555555555556,0.5701841535710115
2027-11-08,8.900111111111112,0.6586442374237088
2027-11-09,9.677888888888889,0.7345871828326812
2027-11-10,10.611222222222224,0.8170870017778695
2027-11-11,11.466777777777779,0.8818338614754917
2027-11-12,12.400111111111112,0.9380130362197743
2027-11-13,13.333444444444446,0.9769755699479856
2027-11-14,14.344555555555555,0.9979978778415219
2027-11-15,15.277888888888889,0.9970292030059806
2027-11-16,16.289,0.9739534302115125
2027-11-17,17.30011111111111,0.9290265570402192
2027-11-18,18.389000000000003,0.8586031902683512
2027-11-19,19.400111111111112,0.7759547471237209
2027-11-20,20.41122222222222,0.6805837145969
2027-11-21,21.422333333333334,0.5768870689981027
2027-11-22,22.433444444444444,0.4696456298494255
2027-11-23,23.444555555555553,0.363803645471525
2027-11-24,24.45566666666667,0.26424084386571856
2027-11-25,25.46677777777778,0.17554745823427764
2027-11-26,26.400111111111112,0.10687124162235573
2027-11-27,27.41122222222222,0.04997996337373356
2027-11-28,0.34455555555555506,0.0013430108882759861
2027-11-29,1.2778888888888889,0.01836811439683278
2027-11-30,2.1334444444444443,0.05063468025917506
2027-12-01,3.066777777777778,0.10272018542727368
2027-12-02,3.9223333333333334,0.1642443306213105
2027-12-03,4.777888888888889,0.23686369070828572
2027-12-04,5.633444444444445,0.31817852242535727
2027-12-05,6.411222222222223,0.3973898297920808
2027-12-06,7.2667777777777784,0.4876745582450003
2027-12-07,8.122333333333334,0.5783665871172253
2027-12-08,8.97788888888889,0.6664689527200236
2027-12-09,9.911222222222223,0.7562104849744309
2027-12-10,10.76677777777778,0.8297062855843906
2027-12-11,11.777888888888889,0.9023499836720401
2027-12-12,12.711222222222222,0.9530037574102488
2027-12-13,13.722333333333335,0.9877394839290179
2027-12-14,14.811222222222224,0.9999761271089793
2027-12-15,15.822333333333335,0.987407668301022
2027-12-16,16.91122222222222,0.9487813869774944
2027-12-17,17.922333333333334,0.8913764792192085
2027-12-18,19.011222222222223,0.8094712962993353
2027-12-19,20.022333333333336,0.7185010255069344
2027-12-20,21.033444444444445,0.6174570058260395
2027-12-21,22.044555555555558,0.5109977603852615
2027-12-22,23.055666666666667,0.4040314753267068
2027-12-23,23.989,0.3091108164270645
2027-12-24,25.00011111111111,0.2148576269291289
2027-12-25,25.933444444444444,0.13943341217816368
2027-12-26,26.789,0.08268187934391763
2027-12-27,27.72233333333333,0.03655200636702338
2027-12-28,0.5778888888888889,0.0037748265870695685
2027-12-29,1.5112222222222222,0.025625197168405278
2027-12-30,2.3667777777777776,0.06206879808162158
2027-12-31,3.1445555555555558,0.10779841788994848
